N,P,K,temperature,humidity,ph,rainfall,crop
54.6,26.1,70.0,16.8,75.1,6.53,153.1,apple
37.1,52.8,45.7,20.3,62.8,7.17,105.3,kidneybeans
49.9,25.1,56.2,25.0,51.3,6.45,210.9,mango
66.2,43.2,80.0,27.3,60.7,6.08,148.0,orange
108.8,52.6,109.1,28.5,81.6,6.38,132.0,banana
32.9,59.3,42.8,27.7,52.2,6.8,68.1,mungbean
49.4,44.0,136.0,28.1,88.2,6.2,231.9,coconut
88.0,42.6,37.3,18.0,66.6,6.27,45.0,wheat
52.0,42.4,63.5,24.7,60.7,6.63,134.0,apple
103.2,45.4,54.0,29.3,86.9,6.15,228.3,rice
96.7,46.7,50.7,25.0,61.0,6.6,117.1,maize
123.1,56.9,66.9,33.2,79.1,5.85,231.0,jute
98.0,51.9,101.3,28.3,73.3,6.86,231.0,papaya
108.2,58.5,45.3,28.9,73.6,6.3,116.7,maize
126.7,68.8,60.1,31.4,86.9,6.09,184.4,jute
86.2,33.0,89.8,22.0,58.3,6.45,86.2,grapes
82.9,51.0,96.6,36.3,75.7,6.34,177.0,papaya
94.2,54.6,76.5,33.9,61.8,6.79,63.5,watermelon
27.0,56.1,47.7,29.9,80.4,6.83,98.3,blackgram
71.9,65.4,98.1,32.5,74.6,6.52,157.4,papaya
71.2,43.3,103.8,19.8,74.1,5.31,215.7,coffee
44.1,53.0,52.2,14.2,61.2,6.57,125.6,kidneybeans
92.4,57.5,111.9,24.4,77.4,6.81,138.7,banana
98.1,55.4,97.3,26.1,74.2,6.3,60.9,watermelon
9.6,22.6,34.6,34.0,38.4,7.06,47.7,mothbeans
20.0,31.1,25.5,26.2,58.8,6.41,57.5,lentil
128.0,56.6,43.6,29.3,91.7,6.88,202.9,jute
41.4,48.9,20.5,21.4,58.2,6.55,100.6,pigeonpeas
32.8,45.0,35.0,27.6,72.0,6.89,93.3,blackgram
93.9,51.4,93.8,22.3,82.2,5.71,203.4,coffee
103.7,36.8,65.7,29.0,83.6,6.96,257.9,jute
54.1,23.1,64.0,28.1,56.9,6.74,162.2,mango
67.8,46.9,99.0,32.4,54.0,6.4,55.7,grapes
48.2,56.0,29.9,20.7,62.0,7.2,89.7,kidneybeans
44.6,49.7,58.6,19.6,69.4,6.83,121.0,kidneybeans
60.1,51.8,39.4,25.1,58.1,6.38,85.1,wheat
67.5,37.1,73.7,21.4,64.1,6.39,177.7,apple
78.3,53.3,36.1,17.9,70.5,6.37,105.9,wheat
67.0,44.8,78.2,25.5,71.9,6.36,156.1,orange
101.1,62.5,87.6,30.0,65.9,6.47,102.8,cotton
87.5,41.8,37.5,17.3,63.9,6.99,72.2,wheat
59.3,30.7,131.4,28.1,85.8,6.12,237.9,coconut
24.7,41.0,34.3,34.2,64.3,6.44,99.4,pigeonpeas
110.5,59.8,97.5,33.8,74.7,6.3,203.3,papaya
91.9,55.1,63.0,27.7,57.6,6.93,97.0,cotton
136.4,69.3,59.6,38.2,78.9,6.69,216.9,jute
87.4,73.6,94.0,28.8,72.9,6.29,59.4,watermelon
68.6,38.0,72.0,27.5,89.5,6.89,208.9,coconut
41.9,45.6,32.0,23.3,52.6,7.32,48.0,chickpea
37.9,59.0,30.4,29.3,58.7,5.75,105.2,pigeonpeas
91.1,61.5,70.6,30.4,71.7,6.08,172.5,rice
69.1,32.4,73.5,10.9,68.2,6.47,166.1,apple
129.0,57.3,85.7,24.6,71.4,6.39,139.1,papaya
59.8,37.4,137.7,28.0,90.1,6.13,224.7,coconut
59.2,40.5,68.3,35.6,60.7,6.45,59.8,pomegranate
104.9,52.2,63.8,27.4,82.0,6.15,198.4,rice
53.8,30.8,48.5,30.9,42.8,6.25,119.4,mango
18.0,59.5,40.8,27.6,74.0,6.44,94.0,blackgram
27.4,54.5,27.7,27.4,62.6,6.13,67.2,pigeonpeas
68.0,48.0,54.5,26.9,63.5,6.07,99.0,orange
38.2,75.9,37.1,23.0,60.0,6.66,85.8,kidneybeans
127.7,46.8,63.9,26.5,92.4,5.84,207.4,rice
87.9,61.7,101.3,31.7,58.5,6.38,49.0,watermelon
95.4,59.9,69.2,34.0,42.8,7.12,110.2,cotton
114.4,54.0,82.9,39.7,64.6,6.72,99.3,cotton
40.3,62.9,43.7,28.0,68.5,6.47,88.6,kidneybeans
72.6,24.2,111.4,33.0,85.7,5.55,186.1,coconut
97.0,53.8,65.0,24.0,59.8,6.2,144.1,orange
70.3,32.8,117.8,27.7,91.6,6.56,258.2,coconut
122.9,44.9,94.2,25.2,82.3,6.57,168.4,banana
29.0,38.6,30.6,22.8,47.2,7.21,57.7,chickpea
37.5,59.3,40.5,27.3,65.7,6.74,94.0,blackgram
102.9,54.0,125.1,30.4,80.4,6.0,164.7,banana
86.1,47.3,75.0,22.4,55.4,6.38,161.0,orange
56.3,54.9,99.4,28.2,66.8,6.44,47.7,muskmelon
111.2,52.1,63.9,20.5,75.7,6.86,81.2,maize
68.9,52.9,67.2,31.3,40.7,6.71,92.9,pomegranate
129.2,59.7,65.5,33.0,87.9,6.4,275.6,jute
39.5,30.5,80.8,30.2,79.9,6.76,204.1,coconut
92.5,46.2,40.3,20.8,65.7,6.58,94.5,wheat
33.2,41.0,43.1,23.9,64.3,7.54,73.2,chickpea
28.0,47.0,34.2,31.0,59.0,6.83,98.1,pigeonpeas
32.1,66.8,35.1,21.0,68.0,6.85,92.3,kidneybeans
60.5,35.9,62.0,30.7,60.8,5.82,97.0,mango
65.8,45.5,91.4,25.3,71.4,6.61,114.0,pomegranate
60.8,41.3,36.0,30.5,52.8,6.7,102.7,mango
68.5,51.2,103.2,18.5,78.8,5.58,185.0,coffee
130.0,61.1,84.6,32.9,57.7,6.97,89.2,cotton
103.9,52.5,48.3,23.1,84.2,5.82,235.0,rice
79.7,59.4,89.0,29.8,63.4,6.57,44.0,muskmelon
84.5,58.2,75.5,25.4,76.9,6.33,126.0,papaya
101.0,55.6,65.1,31.2,77.4,6.35,226.9,rice
83.7,46.6,44.6,19.2,63.8,7.08,76.1,wheat
81.3,62.3,78.2,29.9,51.8,6.44,85.9,cotton
61.0,38.9,119.3,32.5,91.2,6.12,226.5,coconut
24.7,48.4,36.5,26.5,54.9,6.78,74.8,mungbean
88.7,67.8,64.9,24.6,66.7,6.05,68.4,muskmelon
113.1,50.7,85.9,28.9,56.3,7.11,97.0,cotton
68.5,51.6,82.2,18.6,58.3,6.53,111.5,apple
61.4,38.0,98.5,31.6,83.5,5.54,186.0,coconut
59.3,36.9,82.0,20.9,53.7,6.7,98.8,grapes
91.9,56.3,68.0,28.6,70.1,6.44,146.6,papaya
75.1,49.8,26.6,15.9,56.5,6.82,77.0,wheat
55.9,43.1,73.4,15.6,69.5,6.76,151.5,apple
57.7,35.6,63.8,32.4,70.2,6.41,102.5,mango
39.0,47.4,40.6,28.9,76.3,7.11,77.9,blackgram
114.9,76.8,59.4,29.5,84.7,6.92,187.2,jute
98.3,46.8,94.5,30.4,66.3,6.47,118.5,papaya
56.5,39.7,46.9,30.1,52.6,6.05,96.1,mango
104.7,48.3,58.5,28.7,94.3,5.84,159.3,rice
87.5,37.3,64.5,34.8,57.7,6.14,150.8,mango
43.1,41.0,40.0,17.9,50.0,6.7,60.9,chickpea
125.9,56.6,62.1,33.6,88.4,6.14,180.1,jute
46.1,33.0,86.4,29.8,50.7,6.33,78.8,grapes
153.1,53.6,49.3,29.2,76.0,6.0,208.3,rice
98.7,52.1,55.4,24.6,69.0,6.27,60.8,maize
65.3,65.3,75.4,30.9,63.7,6.54,49.9,muskmelon
55.1,45.9,53.7,31.6,76.1,6.22,103.1,mango
77.4,31.6,65.5,15.1,57.9,6.89,125.7,apple
26.3,51.5,35.6,20.9,65.2,6.5,62.1,mungbean
88.8,64.8,101.2,32.3,86.9,6.95,190.5,papaya
62.3,39.2,89.1,27.9,85.7,6.62,194.6,coconut
79.6,35.6,67.2,22.8,68.6,6.15,153.1,orange
71.9,49.9,103.4,16.5,75.1,5.27,154.5,coffee
28.1,52.0,31.2,18.2,56.8,6.71,60.2,lentil
36.3,49.8,38.3,24.6,69.6,6.93,84.8,blackgram
30.4,41.9,29.5,36.2,57.7,6.29,100.6,pigeonpeas
121.9,46.3,104.4,28.3,84.4,6.94,169.2,banana
96.8,45.6,49.2,24.5,62.3,6.44,74.1,maize
64.6,41.1,63.9,28.1,48.0,6.54,85.3,pomegranate
54.9,71.9,57.7,26.2,64.0,6.82,113.6,kidneybeans
19.0,44.9,31.4,30.0,79.7,6.18,96.1,blackgram
65.7,48.6,101.6,26.2,50.8,6.44,84.5,grapes
39.6,52.5,43.1,31.8,73.6,6.89,90.3,blackgram
73.1,29.3,71.5,30.7,58.3,6.81,82.6,grapes
57.0,33.6,97.8,31.2,79.8,6.32,227.2,coconut
115.9,57.1,49.2,31.5,80.8,6.73,206.7,jute
122.7,52.4,121.2,28.4,73.8,6.71,155.5,banana
31.6,51.3,35.9,33.3,65.5,5.39,110.1,pigeonpeas
49.3,30.3,58.8,22.8,68.3,6.58,191.9,mango
69.0,30.6,53.1,21.0,71.5,6.54,153.4,apple
113.0,56.7,91.8,28.6,76.4,6.58,148.8,papaya
87.4,45.2,102.6,21.2,79.6,5.59,201.3,coffee
59.9,45.6,59.4,28.0,64.6,6.37,138.7,mango
50.8,66.2,45.4,22.5,69.2,6.13,74.9,kidneybeans
87.5,36.6,130.7,31.3,92.9,6.74,199.4,coconut
74.1,27.5,89.5,21.5,60.8,6.56,85.1,pomegranate
102.9,42.0,92.3,25.5,72.4,6.28,231.0,papaya
60.7,56.4,82.6,24.4,62.0,6.85,61.8,muskmelon
65.1,44.7,95.9,25.4,61.9,6.68,56.9,muskmelon
92.5,55.6,91.2,36.4,58.5,6.47,93.1,cotton
47.1,42.6,40.5,28.0,64.2,5.99,65.2,blackgram
117.2,45.9,59.3,28.1,90.3,6.54,196.7,rice
69.5,37.0,111.6,24.4,65.6,6.37,62.4,watermelon
111.1,47.5,53.9,27.6,79.2,6.33,247.1,rice
60.2,43.6,65.3,13.8,66.5,6.6,143.4,apple
78.7,51.9,85.7,24.3,73.3,6.67,59.7,watermelon
67.6,50.9,91.2,18.8,76.0,5.92,146.5,apple
22.7,28.0,20.6,27.8,45.7,7.63,46.7,mothbeans
34.1,50.8,41.7,30.3,71.4,6.9,87.8,blackgram
91.7,44.9,35.1,24.1,59.1,6.68,102.5,wheat
68.9,40.1,73.8,20.8,57.8,6.19,123.9,apple
85.9,43.6,91.4,20.7,52.7,6.77,84.4,grapes
42.4,36.4,42.4,33.4,57.7,6.93,132.6,mango
67.5,38.2,108.4,30.7,72.3,6.44,158.7,coconut
57.9,48.9,94.8,21.2,68.7,6.05,224.0,coffee
55.5,48.2,84.0,19.8,76.4,5.13,181.8,coffee
126.7,59.6,101.1,29.2,83.4,6.29,163.9,papaya
74.0,29.3,62.9,30.7,59.3,6.79,92.9,mango
120.7,56.2,134.0,25.4,82.4,6.76,189.7,banana
43.5,50.7,42.0,27.5,79.0,7.46,102.5,blackgram
67.4,45.1,69.2,24.4,71.4,6.23,158.3,apple
109.4,48.2,46.0,27.5,85.3,6.71,184.5,rice
23.4,20.1,26.0,33.3,31.4,6.76,40.2,mothbeans
106.7,57.5,47.8,28.4,90.8,6.15,235.8,rice
28.9,46.9,26.7,20.2,54.8,6.39,41.6,chickpea
32.3,63.0,49.1,21.9,71.2,6.47,127.9,kidneybeans
61.8,38.5,80.5,17.8,63.3,6.63,112.9,apple
75.0,63.2,99.1,29.6,60.9,6.87,54.1,muskmelon
25.8,37.7,40.7,32.5,65.5,7.43,115.0,pigeonpeas
31.0,49.9,40.9,18.4,56.7,7.96,56.5,chickpea
25.7,34.1,36.4,17.4,65.2,6.79,80.2,lentil
33.4,39.0,22.1,34.2,40.8,7.39,47.0,mothbeans
108.0,51.8,55.8,23.8,72.3,6.75,74.8,maize
35.9,34.2,29.4,14.2,50.5,6.7,49.2,chickpea
40.5,39.8,87.5,34.2,66.3,6.83,59.0,grapes
29.6,32.3,40.8,15.8,45.3,6.89,65.9,lentil
49.6,35.7,69.4,33.3,68.5,6.4,54.9,pomegranate
96.7,59.1,91.3,28.0,76.2,6.75,175.4,papaya
22.1,27.3,13.5,24.8,52.7,7.1,44.7,mothbeans
117.2,53.3,45.0,13.8,60.0,6.47,72.2,wheat
42.1,49.5,32.5,30.5,61.9,6.41,77.3,mungbean
34.1,43.6,40.3,14.9,51.8,6.55,45.1,lentil
99.7,58.4,53.1,32.4,74.1,6.48,239.0,jute
14.2,41.8,26.8,18.6,46.3,6.97,56.6,lentil
47.4,48.3,84.6,34.2,63.2,6.39,59.5,muskmelon
131.0,53.3,31.5,27.5,68.9,6.07,60.5,maize
107.2,46.2,35.3,16.4,59.2,5.88,101.8,wheat
19.8,35.5,18.8,34.9,42.8,7.76,48.7,mothbeans
85.7,43.1,80.1,34.1,61.7,5.93,87.2,grapes
95.5,37.5,117.6,19.8,82.0,6.0,206.8,coffee
49.0,36.5,70.4,22.4,60.7,6.5,90.1,pomegranate
68.9,36.6,78.4,38.7,46.2,6.89,81.1,pomegranate
44.3,34.3,83.7,31.1,46.6,6.66,70.4,pomegranate
19.5,44.9,22.5,26.3,75.7,6.78,78.7,mungbean
39.9,46.3,80.4,21.0,53.1,7.28,88.6,pomegranate
116.2,65.9,62.9,35.8,82.8,6.51,242.2,jute
20.3,38.6,25.9,27.2,54.7,6.42,71.0,pigeonpeas
22.3,42.1,39.6,30.8,69.6,6.72,110.0,pigeonpeas
40.3,48.8,27.3,31.1,76.3,6.23,86.0,blackgram
62.9,47.8,62.4,22.7,72.9,6.5,158.6,orange
24.9,34.1,29.8,19.0,59.4,6.95,64.9,lentil
65.0,27.9,68.0,22.0,71.9,6.42,127.9,apple
104.6,32.5,68.1,23.3,67.9,6.93,79.9,maize
73.4,36.2,116.3,27.0,88.0,7.06,210.3,coconut
76.2,52.0,105.0,24.3,67.0,6.71,51.2,watermelon
28.4,45.0,37.5,24.6,68.2,6.79,57.5,chickpea
95.0,34.8,36.5,23.9,73.5,6.55,112.0,maize
34.4,46.1,35.6,21.9,61.9,7.63,48.0,chickpea
55.3,18.0,141.6,27.1,87.9,5.91,255.7,coconut
39.4,33.6,75.0,27.0,71.8,7.05,143.2,mango
48.5,50.7,71.1,26.1,68.1,6.45,141.6,orange
69.2,36.0,93.0,31.3,65.9,6.38,46.6,watermelon
83.8,47.2,45.0,25.2,62.3,6.54,143.5,orange
98.2,39.9,38.7,18.6,67.2,6.91,84.9,wheat
122.4,57.2,123.9,25.6,84.6,6.27,144.7,banana
52.4,57.0,99.2,23.6,83.4,4.9,238.0,coffee
58.4,32.7,78.1,26.1,84.1,6.82,190.3,coconut
91.4,52.8,59.3,25.6,67.8,6.24,78.4,maize
40.0,48.8,33.1,27.6,62.7,6.2,59.9,blackgram
85.6,44.2,77.3,20.3,70.2,6.32,122.7,orange
113.6,51.9,69.2,25.9,86.4,6.27,217.5,rice
142.1,56.1,62.5,33.6,90.7,6.42,191.7,jute
68.6,46.7,73.6,26.8,60.9,6.44,72.3,grapes
76.5,46.2,72.8,17.1,63.9,5.86,129.1,orange
48.3,41.3,66.2,30.8,60.3,7.09,145.6,mango
126.5,50.5,59.7,32.0,79.7,7.0,196.7,jute
73.2,49.6,38.7,17.0,68.9,6.7,106.0,wheat
67.6,34.6,38.2,14.5,71.3,6.69,75.8,wheat
90.8,37.3,33.5,14.6,60.5,6.44,55.5,wheat
102.9,43.9,46.5,26.3,72.9,6.83,87.0,maize
108.3,49.4,40.4,15.6,70.4,7.1,109.2,wheat
24.5,44.2,38.3,23.5,60.9,6.33,67.5,chickpea
70.6,57.3,92.3,26.3,65.8,6.8,57.4,muskmelon
14.9,45.8,39.4,25.6,51.3,6.71,101.0,pigeonpeas
67.9,43.1,54.9,38.4,54.9,6.51,129.3,mango
89.4,59.2,59.0,28.0,60.3,5.43,135.0,orange
22.0,48.3,27.9,24.2,72.5,7.17,68.5,mungbean
105.0,46.5,63.8,29.4,81.9,5.39,158.1,rice
34.1,43.6,40.2,26.6,68.5,6.29,80.0,mungbean
47.9,64.3,96.2,34.1,69.0,7.34,46.3,watermelon
103.7,55.5,91.6,20.9,79.9,5.35,274.4,coffee
19.0,29.1,34.2,16.5,43.2,7.32,81.1,lentil
36.1,38.7,37.5,19.6,45.9,7.18,61.5,chickpea
90.6,44.5,95.9,23.4,74.8,5.1,251.6,coffee
126.1,36.9,59.1,32.2,85.2,6.81,229.5,jute
125.0,65.3,60.8,33.6,85.5,5.84,261.1,jute
70.2,47.1,78.0,33.5,69.1,6.45,53.5,muskmelon
46.3,52.0,47.3,31.9,62.0,7.12,64.1,mungbean
95.5,37.3,33.0,15.0,61.4,6.84,84.3,wheat
88.4,48.9,109.6,31.6,82.1,6.51,131.1,papaya
95.3,49.7,85.3,30.9,73.2,6.59,173.2,papaya
86.6,49.7,117.5,28.3,57.3,6.24,67.0,muskmelon
25.0,43.4,38.0,34.4,62.2,6.84,80.9,mungbean
104.8,49.0,79.3,26.3,51.7,7.76,99.2,cotton
98.7,42.4,36.6,26.1,61.9,5.88,79.3,wheat
71.5,48.2,96.6,32.7,61.4,6.21,57.4,watermelon
14.8,45.8,38.0,20.0,47.8,7.41,71.6,chickpea
98.4,46.3,39.6,23.6,67.0,7.64,56.3,wheat
121.8,52.9,67.3,27.8,83.2,6.32,235.1,rice
42.5,75.9,43.8,22.0,60.5,7.06,91.5,kidneybeans
42.1,70.9,49.8,26.1,71.7,6.81,96.4,kidneybeans
101.7,49.3,33.4,20.0,67.9,6.47,79.4,wheat
59.0,43.6,99.4,23.7,66.9,6.32,63.5,muskmelon
40.9,58.6,57.7,22.6,65.4,6.4,114.3,kidneybeans
67.8,31.3,60.7,26.7,68.1,6.56,94.6,mango
94.4,57.3,88.6,29.2,57.9,7.47,88.8,cotton
111.6,51.5,69.2,28.3,79.1,6.27,203.8,rice
60.1,39.0,115.5,29.1,87.7,6.45,141.2,coconut
25.6,45.3,22.2,15.5,38.0,6.73,75.1,chickpea
107.3,62.7,117.1,30.3,80.6,6.29,187.0,banana
65.1,33.1,67.9,21.9,66.7,6.53,114.5,apple
84.2,46.8,76.6,29.8,61.8,6.85,163.3,orange
91.4,48.3,115.8,26.7,80.3,6.38,184.9,banana
86.2,55.2,93.3,32.0,63.4,6.33,45.7,muskmelon
62.6,49.1,132.9,32.5,91.8,6.26,162.7,coconut
65.0,41.8,71.5,33.2,66.4,6.31,90.9,mango
21.2,39.5,39.9,15.7,57.8,7.0,63.4,lentil
26.5,24.9,31.9,30.9,51.9,7.13,36.7,mothbeans
122.1,60.1,71.1,29.5,58.3,7.17,143.0,cotton
88.9,65.3,83.3,30.6,58.5,6.35,55.6,watermelon
68.2,59.7,85.1,28.1,62.7,6.28,170.4,orange
117.2,50.2,111.1,26.1,79.9,6.25,168.0,banana
47.3,46.6,37.2,33.3,65.8,5.88,75.4,mungbean
103.4,57.2,130.2,30.0,80.0,6.57,187.1,banana
99.0,48.5,25.5,17.5,62.2,6.54,56.0,wheat
68.1,57.4,112.4,23.9,59.4,6.49,62.9,muskmelon
26.0,39.3,23.6,26.1,57.3,5.81,88.5,pigeonpeas
105.6,43.3,110.6,33.3,73.2,6.35,195.0,papaya
102.2,54.0,95.6,25.8,75.1,6.58,151.2,papaya
25.6,35.2,28.9,35.1,46.4,7.43,52.2,mothbeans
64.3,32.3,110.9,27.8,80.9,6.57,210.1,coconut
49.0,35.3,62.1,30.3,61.4,5.75,116.6,mango
13.1,34.4,23.4,37.1,38.9,6.2,38.8,mothbeans
92.6,62.6,98.8,21.0,68.4,6.37,86.4,watermelon
110.4,47.4,43.9,16.4,60.3,6.71,94.7,wheat
47.0,43.3,85.1,25.5,56.3,6.86,79.0,grapes
74.0,41.3,74.6,29.1,56.4,7.16,107.3,pomegranate
30.4,51.1,38.9,24.1,64.7,6.53,100.2,pigeonpeas
69.5,35.9,68.6,26.3,72.5,6.83,161.1,mango
22.9,16.7,33.7,31.0,57.0,6.46,43.3,mothbeans
57.5,23.4,91.4,24.3,49.5,6.95,54.5,grapes
27.3,58.0,47.4,18.3,57.4,6.34,85.7,kidneybeans
55.0,41.4,84.4,30.3,55.3,6.65,62.9,grapes
78.2,42.3,73.8,24.2,61.7,7.1,158.3,orange
113.6,35.0,125.1,31.5,78.6,6.73,130.2,banana
35.7,55.3,30.1,33.8,71.4,6.92,84.2,mungbean
74.6,51.2,88.7,27.7,61.3,6.51,73.0,watermelon
35.1,37.3,32.1,25.1,70.5,7.02,82.1,mungbean
118.5,60.4,66.8,26.2,91.4,6.1,184.9,rice
73.1,56.4,84.7,33.9,49.2,6.5,97.4,cotton
33.6,41.2,31.5,24.2,68.2,6.31,109.4,kidneybeans
54.2,41.0,142.8,29.7,76.4,6.83,226.3,coconut
21.6,19.0,25.2,29.3,49.8,7.36,34.3,mothbeans
42.8,62.2,51.8,19.7,66.1,6.51,96.1,kidneybeans
55.9,32.9,124.4,32.9,83.6,6.29,213.1,coconut
79.9,36.0,105.0,33.0,54.9,6.36,63.3,watermelon
45.0,49.0,40.7,27.0,75.0,6.77,71.7,mungbean
133.9,50.4,60.3,25.8,82.9,6.17,209.7,rice
91.2,39.7,50.8,27.3,84.0,6.36,208.7,rice
48.6,30.2,109.6,27.9,82.5,5.85,214.6,coconut
67.2,45.3,106.4,22.4,78.6,5.5,250.8,coffee
80.1,61.7,80.9,34.7,70.1,6.14,46.3,muskmelon
80.7,60.9,89.0,31.3,73.8,6.76,138.9,papaya
28.5,62.9,34.1,29.3,70.1,7.19,91.9,blackgram
75.9,62.6,59.3,24.1,86.6,5.61,236.1,rice
35.6,49.9,40.0,28.1,78.2,7.04,79.4,blackgram
36.1,69.7,38.2,19.1,60.1,6.45,108.4,kidneybeans
21.7,17.5,29.4,28.3,48.7,7.26,30.3,mothbeans
68.1,34.5,65.8,27.0,56.4,7.31,104.5,pomegranate
44.1,39.3,78.5,29.4,56.6,7.46,80.4,grapes
65.6,33.0,58.6,33.0,55.5,6.83,153.2,mango
137.3,52.8,66.3,31.7,82.9,6.52,225.2,jute
34.9,53.0,25.6,29.7,68.0,6.56,91.9,blackgram
38.1,52.6,31.5,20.0,53.1,7.5,70.9,chickpea
69.3,57.8,102.5,21.9,79.4,5.25,220.8,coffee
73.1,50.9,63.3,24.7,86.7,6.18,153.7,rice
27.0,48.2,22.5,32.1,77.0,7.33,60.8,blackgram
38.8,39.7,28.7,15.6,47.1,7.0,57.9,chickpea
103.5,46.9,40.5,17.8,66.3,7.38,103.3,wheat
89.8,68.3,79.1,30.2,58.3,6.46,81.4,cotton
120.2,66.0,45.8,28.7,83.6,6.08,163.6,rice
112.1,47.8,29.4,16.6,70.9,7.03,102.7,wheat
100.7,50.9,53.9,26.9,66.8,6.66,107.1,maize
29.3,20.6,21.9,30.0,45.4,8.08,28.3,mothbeans
74.2,22.5,69.1,28.4,51.6,6.98,90.2,pomegranate
32.9,64.8,35.4,19.3,57.8,6.48,104.2,kidneybeans
44.9,36.5,121.8,22.8,81.3,6.73,187.5,coconut
49.5,50.9,39.4,24.7,75.4,6.8,76.3,mungbean
72.6,36.4,65.8,22.6,64.7,6.25,127.3,apple
97.4,57.4,126.6,23.1,51.7,6.08,49.5,muskmelon
33.6,59.5,35.6,21.2,65.5,6.2,122.6,kidneybeans
68.3,34.9,73.8,26.9,55.6,6.74,84.4,mango
38.2,47.2,22.7,25.7,54.2,6.64,110.5,pigeonpeas
24.2,39.1,39.7,27.1,73.7,6.9,110.1,pigeonpeas
126.8,46.0,79.5,30.3,50.9,7.22,102.0,cotton
96.4,56.9,59.1,29.4,62.5,6.72,74.4,maize
110.1,47.9,48.1,21.3,58.1,6.83,103.4,wheat
91.4,70.8,117.7,31.1,66.9,6.51,50.6,watermelon
21.3,59.6,39.2,29.4,70.9,7.09,77.4,mungbean
105.9,77.0,105.4,24.1,69.4,6.8,172.9,papaya
45.1,65.3,49.9,20.3,70.0,6.45,86.9,kidneybeans
61.4,39.1,71.8,27.9,55.7,6.18,89.5,grapes
34.9,40.6,25.1,27.4,54.7,6.49,101.8,pigeonpeas
50.2,22.5,65.3,27.9,58.5,6.62,117.0,pomegranate
127.8,48.1,128.0,27.4,88.0,6.12,176.6,banana
84.1,65.5,102.8,28.5,58.2,6.33,58.6,muskmelon
125.2,51.3,91.2,27.6,73.3,6.12,108.5,banana
39.0,46.7,38.5,33.6,71.8,6.66,78.4,blackgram
71.1,47.7,64.1,32.0,67.4,6.6,171.4,orange
75.8,61.9,76.6,28.5,62.8,6.73,60.7,muskmelon
9.0,29.4,22.4,36.6,39.0,6.86,41.2,mothbeans
86.1,47.4,39.2,22.6,58.7,6.11,92.0,maize
69.8,33.2,70.0,21.6,62.3,7.14,100.3,pomegranate
126.0,62.1,60.4,29.8,88.5,6.91,243.0,jute
31.1,39.3,38.1,19.3,51.0,6.63,46.1,lentil
58.4,44.5,52.4,19.9,64.1,6.26,176.1,apple
44.3,63.7,41.5,16.7,67.9,6.58,97.4,kidneybeans
54.6,56.3,28.5,16.5,62.1,6.02,63.1,wheat
82.6,53.2,76.1,27.3,58.7,6.53,143.7,orange
64.0,37.5,31.1,15.3,65.9,6.93,96.8,wheat
31.1,35.7,35.1,21.7,63.3,6.46,101.0,pigeonpeas
56.2,36.8,67.7,27.6,66.2,7.44,66.5,grapes
21.5,70.2,42.1,22.6,65.2,6.55,87.6,kidneybeans
122.1,39.7,73.9,30.5,79.6,6.23,153.4,banana
114.2,54.3,47.7,26.4,81.6,6.4,275.9,rice
73.4,49.3,90.9,16.7,80.8,5.9,189.4,coffee
68.8,58.3,99.2,30.1,52.9,7.19,80.7,grapes
129.5,61.4,66.9,29.7,88.3,7.02,234.5,jute
76.9,41.8,106.2,24.6,62.3,6.06,61.5,grapes
99.8,46.2,60.9,27.2,85.1,6.54,255.4,jute
32.4,50.9,39.2,31.5,70.5,6.97,102.2,pigeonpeas
68.1,37.7,67.7,31.1,57.3,6.7,97.0,pomegranate
56.8,27.1,98.9,23.1,83.7,5.88,196.7,coconut
88.1,49.1,132.6,26.5,95.1,6.31,228.7,banana
78.1,41.1,49.3,17.8,56.4,7.16,90.6,wheat
29.7,49.7,37.4,27.2,59.0,6.79,110.3,pigeonpeas
43.9,47.6,42.2,31.2,58.6,6.07,79.0,pigeonpeas
29.8,47.7,34.5,34.3,69.5,6.11,90.4,mungbean
78.5,40.3,110.0,32.4,78.1,6.93,212.6,coconut
62.6,41.5,61.9,29.6,48.3,6.55,149.3,mango
83.2,60.2,45.4,24.0,66.3,7.04,89.2,wheat
129.4,69.4,58.9,27.5,77.5,5.97,232.9,rice
67.1,30.6,76.6,34.3,64.5,6.64,162.5,mango
93.4,63.7,45.3,32.2,89.1,5.87,251.9,rice
88.2,45.6,56.1,20.9,76.1,6.75,90.2,maize
64.6,41.9,109.4,19.5,69.7,5.46,148.6,coffee
27.2,45.8,31.6,27.6,80.8,5.9,101.5,blackgram
73.0,48.2,41.2,20.6,58.1,6.53,92.1,wheat
22.2,36.7,38.6,18.9,65.3,6.95,48.7,chickpea
119.1,41.2,123.8,30.6,76.2,6.45,169.1,banana
109.4,59.3,47.9,28.5,78.3,5.83,200.3,rice
129.6,51.2,56.4,32.8,80.8,6.73,213.7,jute
67.2,56.3,78.6,27.4,66.8,5.88,59.3,watermelon
89.8,44.9,100.1,28.8,58.9,6.29,61.2,muskmelon
85.2,55.0,104.3,30.1,93.8,6.29,265.6,coconut
72.3,37.5,73.3,18.2,66.0,5.96,113.9,apple
102.1,61.0,88.5,23.0,78.7,6.38,160.5,papaya
97.4,49.6,115.1,30.9,79.8,6.61,193.9,banana
102.2,54.2,65.2,29.3,63.2,7.35,68.0,cotton
128.9,54.1,44.7,29.5,90.0,5.69,237.8,rice
