N,P,K,temperature,humidity,ph,rainfall,crop
34.3,59.2,51.5,28.4,59.2,5.99,1029.6,kidneybeans
44.0,72.6,41.1,17.3,68.0,6.51,1139.1,kidneybeans
93.4,53.0,71.5,31.5,81.0,7.21,2269.0,jute
27.4,30.0,33.2,16.1,45.7,6.63,628.6,lentil
79.4,34.3,87.1,23.7,41.3,6.54,1047.9,pomegranate
120.7,48.8,57.8,31.2,84.7,6.53,2980.0,jute
31.6,43.2,28.8,26.7,60.7,6.92,998.4,mungbean
33.1,59.2,48.5,17.8,64.1,6.97,1456.4,kidneybeans
58.8,33.0,83.3,20.4,59.2,6.7,1651.1,apple
70.2,43.3,35.8,23.9,64.0,6.72,746.4,wheat
107.0,59.7,73.0,26.7,84.8,6.62,3240.7,rice
129.7,52.5,116.3,28.6,75.2,6.16,1805.1,banana
18.4,55.3,49.6,31.8,64.7,6.99,1190.9,blackgram
120.7,58.6,104.3,26.8,77.3,6.74,2425.8,banana
131.0,43.1,51.6,31.1,71.2,6.55,2611.5,rice
82.0,67.4,106.4,21.8,72.5,6.56,737.5,watermelon
100.9,46.1,123.2,32.3,76.2,5.79,2265.8,banana
77.2,44.8,86.6,32.7,50.5,5.88,1177.0,cotton
78.0,59.5,51.7,22.7,68.7,5.8,1644.7,orange
29.2,41.3,31.7,24.6,69.1,7.07,1000.5,mungbean
69.9,61.4,62.8,27.8,65.4,6.18,2127.3,orange
96.8,45.9,71.2,27.0,80.3,6.24,2151.3,rice
33.9,47.2,27.6,17.2,45.3,6.64,638.5,chickpea
65.5,42.8,73.1,25.7,51.5,6.66,518.6,muskmelon
27.7,33.0,22.5,31.6,38.4,7.32,588.1,mothbeans
79.6,38.9,95.2,21.4,52.7,6.46,652.3,muskmelon
36.2,50.0,43.3,30.3,67.6,6.41,981.5,blackgram
24.5,28.1,24.7,33.8,44.9,7.36,484.9,mothbeans
44.3,46.4,42.0,16.4,71.5,7.14,1984.1,apple
112.3,77.6,64.2,30.5,90.8,6.68,2481.4,jute
59.5,33.1,59.6,27.2,49.7,7.04,1867.4,mango
118.5,44.4,69.4,22.4,86.0,6.15,1722.2,rice
122.8,48.4,61.0,25.5,80.7,6.32,2676.0,rice
116.2,58.5,52.6,25.6,84.6,5.9,2769.5,rice
76.9,61.9,97.4,25.9,56.7,7.12,708.3,muskmelon
73.0,51.0,103.7,28.1,57.5,6.54,442.8,muskmelon
97.1,63.0,89.9,29.2,49.6,7.35,1041.2,cotton
39.0,55.9,21.9,21.8,57.8,7.05,1139.7,pigeonpeas
61.1,47.1,62.4,33.8,74.1,6.67,1773.1,mango
50.3,22.4,64.2,29.0,55.4,6.31,2621.2,mango
74.0,48.7,72.3,31.4,47.3,7.2,1108.9,pomegranate
127.2,58.8,82.4,29.7,71.7,6.76,1860.9,papaya
131.0,66.0,72.8,31.2,80.1,7.17,2257.2,jute
100.4,68.2,86.2,32.9,57.3,6.54,1065.9,cotton
123.5,63.5,97.6,30.8,74.6,5.96,1852.6,papaya
114.3,31.5,95.8,29.8,68.8,5.73,1296.0,banana
61.9,23.4,51.7,35.6,50.2,6.37,1315.0,mango
105.2,36.0,72.5,34.8,85.0,6.69,2448.6,jute
37.2,49.7,31.2,25.4,43.3,5.78,1111.1,pigeonpeas
41.3,69.5,48.5,20.3,62.8,6.57,1574.3,kidneybeans
121.2,71.5,121.1,31.5,80.4,6.1,2055.8,banana
118.9,53.6,86.5,28.6,81.6,6.5,2076.3,papaya
104.9,57.6,55.2,26.0,82.5,6.31,3063.7,rice
112.8,43.1,44.1,14.1,58.9,7.13,1313.4,wheat
93.1,44.3,37.2,19.9,60.6,6.49,841.7,wheat
107.5,57.3,45.4,21.9,72.3,6.26,986.3,maize
35.5,57.5,40.4,21.7,61.4,6.88,1320.1,kidneybeans
111.4,51.9,73.4,29.1,63.3,6.74,1060.5,cotton
78.4,58.0,92.8,21.5,59.2,6.47,826.7,watermelon
129.7,57.2,86.7,27.8,63.0,7.04,1365.9,cotton
109.5,68.0,49.3,33.1,84.5,6.62,2501.5,jute
110.7,44.5,75.9,26.2,90.3,5.95,2320.5,rice
22.8,54.2,24.5,22.8,53.2,5.88,490.5,lentil
20.3,35.2,43.7,26.5,70.6,6.76,1116.7,mungbean
95.7,60.0,37.4,19.6,53.1,6.78,607.1,wheat
122.4,57.9,64.3,34.0,84.2,6.32,3007.0,jute
137.2,65.2,67.4,31.6,83.3,6.03,3144.1,jute
71.4,37.9,86.2,30.6,50.5,6.28,1093.1,grapes
68.2,44.6,69.4,23.6,76.4,6.3,1806.4,apple
107.6,60.5,113.3,26.9,77.6,5.97,1827.8,banana
48.2,59.7,36.0,27.2,65.7,6.69,901.6,pigeonpeas
88.1,39.8,68.0,27.3,64.6,7.34,1786.5,orange
81.4,46.2,50.8,28.0,74.1,6.83,1243.9,maize
62.0,36.2,75.0,26.2,57.7,6.34,813.5,grapes
23.9,45.9,46.1,29.3,59.1,5.88,884.4,mungbean
75.3,38.0,70.9,35.5,68.5,6.9,1233.3,pomegranate
27.2,24.3,29.7,30.8,30.8,7.66,544.2,mothbeans
18.2,43.2,29.8,19.0,74.8,5.64,1079.5,pigeonpeas
131.5,68.4,63.5,37.0,82.2,5.93,3066.4,jute
82.2,58.4,56.8,25.3,65.5,5.93,1759.6,orange
88.7,43.7,94.6,28.6,76.0,6.49,2904.0,banana
102.0,61.2,75.4,33.1,58.7,7.05,859.4,cotton
84.0,40.9,67.0,31.4,61.4,6.01,2107.3,orange
77.8,45.7,40.4,33.5,62.1,6.8,1127.7,maize
51.3,53.0,71.0,27.2,56.7,6.3,417.3,muskmelon
123.1,54.7,72.6,23.4,84.2,5.69,1839.4,rice
66.9,33.8,49.2,31.5,67.2,6.02,2027.3,mango
105.6,36.0,28.7,18.4,63.1,6.76,1126.4,wheat
97.3,47.2,41.8,22.6,63.4,6.59,1003.0,wheat
60.6,58.6,78.4,33.2,62.2,6.42,675.9,muskmelon
125.0,55.0,58.1,34.4,75.2,6.88,2756.3,jute
98.9,48.7,126.7,28.9,88.9,6.03,2572.4,coconut
74.2,46.6,60.0,30.4,54.3,7.24,927.9,pomegranate
79.8,48.0,49.0,28.5,69.3,6.61,1095.4,maize
23.3,42.3,37.2,21.4,54.0,6.42,647.2,chickpea
95.5,60.3,99.4,26.6,59.0,6.79,1122.2,cotton
37.9,75.1,58.7,20.9,53.7,7.12,1159.8,kidneybeans
127.4,51.7,78.3,31.5,68.5,7.77,1234.7,cotton
25.4,35.1,37.4,29.2,74.2,6.68,985.3,mungbean
31.0,66.8,46.5,24.2,76.1,5.88,973.0,kidneybeans
50.5,43.0,59.4,25.3,62.9,5.39,1785.7,orange
44.8,59.6,60.6,22.8,55.5,6.56,1099.4,kidneybeans
59.7,48.0,75.4,26.2,68.7,6.68,2043.7,orange
35.4,62.1,44.7,25.9,69.1,6.99,702.0,blackgram
30.3,33.4,44.2,20.3,46.5,7.22,807.9,chickpea
68.3,52.8,81.3,23.8,53.2,6.26,552.8,muskmelon
69.0,25.5,80.8,20.0,67.4,6.06,1598.8,apple
102.4,43.9,105.3,23.8,85.3,6.63,1575.8,banana
110.1,40.0,113.5,26.4,73.4,6.18,1919.8,banana
34.1,51.5,35.4,30.5,59.9,5.94,810.7,pigeonpeas
42.3,46.4,25.6,21.8,48.0,7.59,562.0,chickpea
20.7,53.1,23.8,17.4,56.1,6.92,664.4,chickpea
126.1,58.9,96.4,30.5,87.0,6.69,1696.1,banana
82.7,45.5,40.9,24.3,57.8,6.35,1213.8,wheat
89.1,55.0,66.2,33.8,89.5,6.83,2824.3,jute
109.5,48.9,73.3,31.3,83.9,6.62,2538.0,jute
129.3,56.0,56.3,28.9,87.0,6.07,2810.3,rice
123.4,49.2,74.4,36.5,50.3,5.88,1270.6,cotton
134.9,50.2,111.3,30.2,84.9,6.94,1826.5,banana
106.6,52.3,121.5,33.8,77.3,7.03,2352.5,banana
79.3,37.9,68.0,34.8,56.8,7.07,1028.0,grapes
63.4,61.7,101.8,25.5,72.7,6.16,492.7,watermelon
20.1,49.5,34.7,18.0,51.7,7.05,811.4,lentil
63.1,46.0,86.4,24.9,53.6,7.15,912.2,grapes
90.0,41.6,36.1,17.3,65.3,7.06,956.8,wheat
64.2,48.8,56.3,25.8,50.5,6.58,1216.7,pomegranate
22.4,35.0,27.4,17.9,38.0,6.82,607.9,lentil
36.2,33.5,32.6,37.8,43.0,6.83,490.9,mothbeans
116.5,56.0,77.1,27.3,86.0,6.12,2668.8,rice
101.1,44.5,110.8,26.3,74.6,6.68,2073.1,banana
99.1,46.5,56.8,28.8,80.0,6.4,1261.9,maize
57.6,39.7,66.5,27.1,55.7,6.49,1882.2,mango
137.1,52.0,86.2,32.2,64.0,7.01,1401.8,cotton
26.6,62.9,50.3,19.7,59.6,6.24,1144.8,kidneybeans
88.2,63.7,97.6,28.3,59.4,6.29,725.5,watermelon
38.1,51.7,35.9,28.1,74.4,7.17,963.4,blackgram
90.4,50.9,58.4,27.3,67.6,6.82,1016.5,maize
69.8,43.7,108.3,27.3,81.8,6.52,3487.5,coconut
25.0,41.2,37.7,21.5,57.3,6.78,939.1,mungbean
27.4,55.3,30.5,22.5,56.9,6.57,951.8,chickpea
65.8,36.0,108.4,26.3,63.0,6.67,671.2,muskmelon
39.6,56.8,51.3,19.2,64.6,6.39,1221.0,kidneybeans
52.7,39.9,72.9,19.9,67.1,6.73,1774.4,apple
42.9,67.1,56.9,19.3,62.6,6.01,1169.9,kidneybeans
47.5,45.7,83.9,22.2,78.0,5.85,2006.9,orange
43.0,55.7,76.0,26.5,59.7,6.72,1369.4,pomegranate
58.3,38.3,86.4,35.1,62.8,6.2,591.0,grapes
33.2,53.0,27.6,19.4,56.6,7.46,658.9,chickpea
48.1,40.2,62.4,33.6,56.8,5.97,1794.2,mango
75.2,33.0,105.4,27.6,83.6,6.0,1966.7,coconut
35.7,69.1,42.2,17.6,61.5,6.37,1489.8,kidneybeans
75.3,44.3,104.3,26.8,71.6,6.86,623.2,watermelon
54.8,65.8,67.5,27.3,70.5,7.34,774.7,watermelon
63.1,37.1,59.1,13.9,62.9,6.33,1483.9,apple
31.8,27.3,31.2,24.9,63.2,7.24,606.2,lentil
83.7,68.1,92.4,33.4,65.0,6.41,706.7,watermelon
103.9,46.9,68.2,34.7,55.6,6.8,1097.3,cotton
62.2,37.0,56.2,13.2,69.6,6.89,1882.4,apple
107.9,56.3,112.7,30.5,69.4,6.15,1975.6,papaya
117.8,56.1,73.8,24.4,87.7,6.07,3537.9,rice
32.1,67.3,59.9,23.6,60.8,6.17,1265.7,kidneybeans
46.3,26.0,90.2,32.6,88.9,5.96,2652.3,coconut
72.4,38.5,64.9,24.5,50.3,7.47,1196.2,pomegranate
92.5,40.4,78.9,23.4,66.0,6.72,652.7,watermelon
67.2,37.3,47.1,15.9,64.5,6.44,1827.1,apple
27.1,35.0,21.3,25.0,54.4,6.55,1538.8,pigeonpeas
117.7,58.1,54.5,22.1,56.8,6.18,973.4,maize
111.5,55.4,47.4,34.2,85.5,6.23,2974.9,jute
54.4,39.2,80.9,24.1,65.9,6.4,1683.3,orange
91.5,58.5,59.6,20.8,62.8,6.03,2010.6,orange
19.8,43.2,43.7,32.1,67.5,6.18,1077.7,pigeonpeas
78.5,53.8,62.7,33.8,38.0,6.08,1240.7,pomegranate
37.0,46.4,26.8,27.9,61.5,5.56,1311.6,pigeonpeas
15.2,20.0,27.5,28.5,43.2,7.75,519.6,mothbeans
89.4,51.6,92.0,23.5,70.1,7.23,1847.2,papaya
32.8,44.8,32.3,33.5,50.5,6.34,1616.2,pigeonpeas
24.9,45.3,46.2,22.9,43.1,6.77,699.2,lentil
46.8,41.2,61.3,15.2,70.2,6.08,1594.0,apple
19.9,36.9,32.5,30.3,64.2,7.38,1290.3,pigeonpeas
115.8,52.2,60.5,26.0,57.9,6.02,1165.3,maize
117.3,48.4,58.2,27.2,62.7,6.57,1240.1,maize
105.9,52.3,43.5,26.9,65.8,6.15,959.8,maize
19.2,67.6,49.2,24.3,65.9,6.05,1077.0,kidneybeans
78.4,45.5,64.0,26.2,69.8,6.06,896.7,maize
14.3,32.3,38.5,30.0,63.7,6.07,978.9,mungbean
21.7,33.3,25.8,31.9,32.3,6.86,403.0,mothbeans
76.6,55.9,97.5,20.6,85.7,5.31,2596.9,coffee
65.5,48.8,91.3,31.6,62.9,6.86,1471.4,orange
111.5,59.3,100.6,27.7,83.0,6.79,2484.8,banana
22.1,28.1,28.3,30.5,38.4,7.99,668.9,mothbeans
29.6,41.8,31.5,25.1,49.1,7.38,676.9,chickpea
56.1,62.6,113.1,26.2,51.6,6.61,553.1,muskmelon
64.1,43.4,79.5,35.0,64.6,6.77,1448.3,mango
86.9,63.6,85.4,27.0,66.6,6.84,698.8,muskmelon
72.9,30.4,106.6,33.1,94.6,7.34,2692.4,coconut
128.9,57.4,71.0,34.3,78.3,6.06,2358.7,jute
115.1,48.8,49.6,31.2,65.8,6.9,780.0,maize
87.0,35.3,92.4,21.2,61.7,6.89,811.4,grapes
113.2,76.0,77.4,35.8,81.0,7.18,2547.5,jute
104.9,55.2,98.9,26.1,71.8,6.7,1675.8,papaya
25.3,53.7,40.8,32.9,74.9,6.52,1116.7,blackgram
50.2,36.8,56.3,29.3,59.7,7.7,1044.0,pomegranate
83.6,41.3,38.4,14.0,58.5,6.53,1186.9,wheat
98.4,53.5,107.4,30.7,69.1,6.96,730.7,watermelon
96.1,53.1,59.5,26.5,89.1,6.46,3363.6,rice
117.0,53.4,58.8,31.3,77.8,6.37,2945.5,jute
73.8,47.6,74.5,25.3,53.4,6.78,1264.6,pomegranate
108.5,53.8,69.0,29.6,62.8,6.56,970.0,cotton
135.6,63.1,87.9,31.6,86.6,5.84,2038.6,banana
66.4,32.0,79.5,19.1,58.4,6.61,2076.3,orange
130.1,50.2,127.7,29.7,80.3,6.56,1869.5,banana
71.0,36.1,51.8,35.2,55.0,6.46,1374.2,mango
70.3,35.9,75.5,34.2,62.4,7.21,1075.6,pomegranate
96.0,52.1,90.7,27.6,66.4,6.38,1688.1,papaya
88.9,50.2,43.6,25.6,69.9,6.45,1325.3,maize
63.3,59.5,62.7,27.8,63.8,6.0,1356.0,orange
74.5,49.1,88.3,25.3,68.7,6.39,1603.2,orange
34.2,49.4,41.9,30.0,60.5,6.53,681.3,mungbean
127.3,65.3,92.2,28.1,61.8,6.61,1826.8,papaya
96.3,71.0,100.9,33.9,60.8,6.3,894.2,watermelon
67.5,23.4,101.9,27.8,84.0,6.38,1862.4,coconut
106.5,48.1,92.0,30.2,74.0,6.77,1690.2,banana
38.8,43.1,32.1,19.5,39.3,6.15,562.3,lentil
38.2,46.3,47.4,28.3,69.5,7.51,998.9,blackgram
60.3,46.0,124.6,28.5,90.8,6.07,2026.4,coconut
33.9,47.7,41.6,33.0,73.9,6.33,1075.0,blackgram
63.7,52.4,65.9,27.7,64.6,7.6,1091.6,pomegranate
90.8,36.8,65.9,27.3,71.4,6.4,1164.8,maize
107.3,38.7,106.3,32.5,76.9,6.45,2256.9,banana
49.6,44.2,54.9,31.5,47.6,6.65,2194.4,mango
109.2,57.2,51.5,18.3,65.2,6.48,1019.8,maize
22.0,48.1,45.2,21.9,74.4,6.72,1029.5,kidneybeans
55.1,25.3,66.8,30.0,54.6,6.78,1138.1,grapes
33.6,54.1,44.0,23.8,63.1,5.98,896.2,chickpea
108.0,67.8,68.2,29.1,80.7,5.91,3136.9,jute
96.4,44.4,69.2,24.5,72.7,6.09,1310.9,orange
117.4,51.0,43.5,24.6,62.9,6.45,740.3,maize
110.2,38.5,56.6,24.9,63.8,6.94,963.6,maize
44.7,39.7,75.4,26.4,44.4,6.51,1510.6,pomegranate
36.0,43.7,86.1,34.0,51.7,6.66,1051.7,grapes
25.3,51.2,38.4,29.7,72.2,6.88,955.2,blackgram
111.4,60.3,72.9,30.4,84.5,6.34,2907.4,rice
116.5,62.7,127.9,28.8,84.4,6.34,1927.7,banana
106.3,55.3,37.3,25.7,68.1,6.39,1184.9,maize
87.7,21.4,120.8,27.2,83.5,5.39,3127.2,coconut
108.9,52.7,117.5,26.7,77.2,6.73,2445.2,papaya
35.4,31.5,34.9,16.6,51.3,6.93,761.5,chickpea
34.5,63.0,48.4,16.8,63.7,6.53,1284.3,kidneybeans
87.9,51.4,63.4,26.2,58.1,6.42,726.8,maize
37.5,58.8,39.5,24.3,66.1,6.62,1337.0,kidneybeans
35.4,70.4,49.8,17.5,70.5,6.67,1065.7,kidneybeans
88.4,59.2,98.2,24.2,75.1,5.28,3048.8,coffee
79.4,56.1,80.5,20.9,69.6,6.48,908.0,watermelon
72.5,56.2,75.0,32.9,58.1,7.06,1295.8,pomegranate
68.4,51.3,85.0,29.4,66.2,6.0,2313.6,orange
131.7,68.4,87.7,30.8,61.1,6.62,1384.9,cotton
95.7,48.5,84.9,28.7,54.6,6.76,929.0,cotton
62.5,43.8,69.1,14.9,62.7,6.85,1822.2,apple
130.4,61.6,128.1,31.3,76.9,6.24,2371.3,banana
75.8,47.8,89.7,32.5,65.7,6.71,604.3,muskmelon
52.6,39.3,63.2,20.8,66.1,6.57,1947.5,apple
95.0,45.5,107.8,27.8,70.3,6.42,613.7,muskmelon
32.8,48.2,27.3,19.1,62.6,6.79,696.3,chickpea
117.3,41.8,83.3,26.3,60.8,6.63,1367.5,cotton
115.4,47.6,48.5,31.7,83.1,6.34,1784.2,rice
115.9,63.2,65.8,36.4,86.4,6.52,3014.7,jute
49.8,48.9,29.3,30.6,70.2,6.86,1107.5,blackgram
27.5,54.2,40.2,32.4,78.4,6.8,875.3,blackgram
65.3,37.1,67.1,28.9,51.5,5.88,1154.3,pomegranate
60.8,30.7,69.4,33.0,64.7,6.19,1719.6,mango
68.6,20.0,65.6,33.1,54.8,6.55,1571.0,mango
129.3,40.0,93.4,30.2,57.1,7.71,1016.2,cotton
60.0,44.5,96.3,18.7,55.5,6.41,925.3,grapes
40.6,54.6,36.4,22.4,48.8,6.83,801.8,chickpea
84.9,44.1,115.5,18.8,66.6,5.57,2977.3,coffee
63.6,41.5,61.8,30.4,59.9,7.03,1469.4,mango
64.0,40.5,76.6,33.5,54.1,7.4,540.0,grapes
116.4,59.1,116.4,25.7,85.9,6.53,2031.5,papaya
88.5,48.9,88.1,36.8,57.9,6.67,603.9,muskmelon
95.9,60.7,41.3,24.3,65.7,7.18,989.6,wheat
101.5,63.9,59.0,31.1,69.4,5.97,1094.4,maize
33.4,57.0,44.3,29.8,74.6,7.24,768.9,mungbean
71.8,67.4,97.1,33.9,64.4,6.51,644.1,watermelon
73.0,39.3,52.6,31.9,62.4,6.19,1370.6,mango
100.4,52.7,38.0,11.7,63.4,6.79,1109.4,wheat
104.4,40.0,51.8,27.4,93.7,6.14,2598.0,rice
64.7,35.1,93.4,24.1,72.4,6.77,1017.1,grapes
57.5,41.3,80.1,17.3,59.1,6.91,1932.7,apple
113.4,54.5,49.6,23.4,82.2,6.32,3164.3,rice
45.7,49.0,34.1,24.9,65.2,7.09,720.2,mungbean
41.3,42.0,52.0,14.1,71.7,6.75,1837.2,apple
79.2,31.9,105.4,25.1,86.1,5.92,3096.9,coconut
60.9,46.6,81.6,32.2,78.9,6.81,2268.4,coconut
88.8,32.1,78.3,28.8,58.6,6.37,1065.8,grapes
28.3,69.4,51.1,19.4,65.5,6.39,1329.4,kidneybeans
122.6,72.5,69.5,32.0,76.6,6.53,2679.2,jute
28.0,48.9,33.8,20.4,49.6,6.47,702.8,lentil
100.4,53.6,53.5,32.3,87.4,6.33,2681.2,jute
81.8,32.0,112.1,27.8,84.7,6.28,2138.8,coconut
105.0,65.1,79.4,35.0,64.2,6.68,2038.7,papaya
88.3,49.0,97.6,26.1,67.5,5.79,2266.9,coffee
75.0,44.2,61.1,25.8,38.0,6.24,924.9,pomegranate
28.8,37.1,32.7,19.4,42.6,6.4,649.5,lentil
68.4,32.6,59.1,30.1,53.8,6.92,1100.1,pomegranate
123.3,53.4,54.0,28.8,88.9,7.01,3340.4,jute
69.1,44.7,45.7,32.8,54.5,6.67,1089.3,pomegranate
95.7,60.5,71.3,34.2,65.0,6.84,1125.3,cotton
79.3,69.3,111.2,32.5,71.4,6.71,717.2,watermelon
57.3,29.7,85.0,16.2,68.0,6.3,2119.1,apple
37.2,46.0,43.6,27.7,65.5,6.23,1105.9,blackgram
60.2,35.9,47.8,31.6,65.7,5.88,1512.4,mango
65.0,40.8,73.6,31.9,52.3,6.6,1951.3,mango
72.5,42.9,66.9,35.6,47.2,7.29,917.4,grapes
63.0,63.1,57.9,23.6,53.9,6.09,890.7,maize
82.6,41.9,38.1,19.8,78.8,6.86,931.4,wheat
88.6,47.3,94.0,20.1,87.8,5.25,2626.5,coffee
35.7,50.2,44.7,15.1,57.8,6.97,554.5,lentil
103.0,38.5,45.8,21.3,65.4,6.82,1027.1,wheat
127.9,53.0,102.6,29.7,85.7,6.84,1737.9,banana
97.6,49.1,54.0,28.6,56.5,6.21,1596.1,orange
87.1,38.5,27.4,16.9,47.5,6.77,1085.2,wheat
36.6,43.0,40.4,22.1,52.0,6.75,678.4,chickpea
37.7,59.7,28.3,30.3,57.1,6.67,1129.8,blackgram
126.0,59.1,80.4,28.8,54.6,6.88,1118.3,cotton
44.2,52.5,53.5,32.1,59.4,7.08,1762.4,mango
91.8,52.7,36.9,14.1,67.8,6.84,1098.1,wheat
54.8,41.4,75.5,17.9,61.2,6.16,834.1,grapes
88.6,58.4,87.1,32.2,71.6,6.82,1722.3,papaya
126.3,55.4,65.8,29.0,76.8,6.86,2726.2,jute
56.4,40.4,38.8,32.8,57.2,6.13,2239.4,mango
49.4,37.7,80.4,28.3,60.0,6.64,820.1,grapes
54.6,50.2,83.5,17.1,77.2,6.25,1115.3,orange
89.0,63.5,103.7,24.0,84.1,5.59,2833.0,coffee
125.6,56.9,51.6,33.9,85.1,6.27,2874.0,jute
131.7,41.6,122.6,26.8,70.8,6.04,2192.9,banana
113.0,65.5,57.5,25.7,90.4,5.9,2346.8,rice
49.8,40.7,45.0,35.7,63.5,5.89,1358.1,mango
110.4,46.6,55.2,27.8,61.8,6.33,1310.5,maize
41.7,36.2,24.3,25.6,48.5,6.9,1041.6,pigeonpeas
61.6,25.3,36.0,31.2,52.3,6.32,2219.4,mango
36.6,55.6,43.9,24.4,69.5,6.8,892.8,blackgram
53.1,29.0,62.7,31.5,52.6,6.61,1970.3,mango
45.0,52.0,88.5,25.1,69.0,6.3,1543.5,orange
62.9,38.7,85.2,31.8,71.4,7.1,752.3,grapes
77.7,47.8,32.9,15.1,59.5,6.91,684.1,wheat
114.8,44.0,88.3,21.9,86.1,6.18,2006.0,papaya
71.9,42.3,84.3,22.7,85.9,5.37,2511.4,coffee
34.0,53.1,34.2,30.5,65.1,6.82,1149.4,blackgram
58.4,36.5,79.4,30.8,48.8,6.21,1050.2,pomegranate
117.1,40.7,61.9,23.8,87.4,6.2,2770.5,rice
43.8,31.5,81.1,31.1,49.4,6.51,975.3,grapes
31.6,42.3,34.9,23.1,59.9,6.4,1141.4,chickpea
120.1,64.2,68.8,35.0,84.1,6.34,3205.1,jute
37.1,57.7,53.6,34.7,70.1,7.12,983.1,blackgram
115.7,67.2,101.9,31.6,81.5,6.63,2427.5,banana
148.7,53.2,53.6,30.2,82.1,6.78,2986.3,jute
85.6,45.3,62.9,29.3,80.3,6.09,2232.5,jute
62.4,32.7,122.8,33.6,86.5,6.21,2548.2,coconut
64.7,56.4,70.0,29.2,52.8,6.57,661.1,muskmelon
23.3,73.2,43.8,20.3,54.5,6.77,1088.5,kidneybeans
58.9,28.2,73.8,39.9,61.7,6.28,998.5,grapes
57.8,19.7,102.1,30.6,81.6,6.52,2540.9,coconut
82.8,49.2,106.1,19.2,69.2,5.36,2127.3,coffee
29.0,81.6,51.8,23.3,57.4,6.44,1384.3,kidneybeans
127.0,47.6,51.3,26.5,63.6,6.01,1128.8,maize
27.2,36.8,36.4,23.5,50.6,6.73,794.7,chickpea
104.2,65.2,67.6,30.0,86.9,6.23,2830.2,jute
66.3,22.8,59.6,14.2,71.8,5.84,1766.7,apple
57.0,38.0,87.7,30.6,62.2,6.97,779.2,grapes
91.4,52.3,94.7,27.4,66.7,6.93,833.5,watermelon
91.3,65.4,57.2,31.3,77.3,6.6,2593.5,jute
128.0,63.4,76.0,28.9,80.8,6.29,1595.9,papaya
35.5,40.9,35.4,28.9,75.2,6.57,1057.2,blackgram
125.1,71.8,51.0,31.1,76.9,6.6,2621.5,rice
19.1,16.3,26.4,39.9,53.3,6.41,444.2,mothbeans
125.8,60.5,54.1,23.9,78.6,6.14,1831.3,rice
66.4,60.8,98.5,28.7,66.9,6.66,898.3,watermelon
25.1,37.7,30.2,21.9,57.1,7.55,573.4,lentil
41.1,61.0,40.5,24.3,64.8,7.15,1206.6,kidneybeans
61.0,37.3,58.5,26.0,51.3,7.24,1096.5,pomegranate
130.9,47.6,66.1,30.5,76.2,7.34,2839.7,jute
87.3,68.3,101.7,26.2,70.9,5.88,725.4,watermelon
58.7,27.3,67.5,26.1,57.7,6.69,1631.6,mango
76.8,62.9,88.9,28.0,64.4,6.61,796.3,muskmelon
37.1,60.4,43.6,32.8,73.8,6.34,937.3,blackgram
34.3,42.1,30.1,17.6,40.1,6.79,591.9,lentil
29.1,51.0,32.0,28.5,69.2,6.11,924.0,mungbean
111.8,51.9,46.6,24.6,61.2,6.47,1283.5,maize
60.9,36.3,82.4,27.8,58.8,6.29,1594.2,mango
36.0,69.6,51.6,20.6,64.8,6.75,1459.6,kidneybeans
88.8,50.2,37.8,16.8,74.3,6.14,1038.5,wheat
94.4,55.3,92.0,31.2,70.8,6.06,1803.2,papaya
13.5,29.6,37.2,28.4,55.8,6.9,528.6,chickpea
131.8,46.4,112.1,26.8,73.7,6.93,2141.3,banana
59.4,43.4,74.7,19.6,70.5,6.75,2007.9,apple
67.4,53.2,87.0,20.6,73.7,7.31,1304.7,orange
95.7,38.2,124.6,28.5,69.4,6.31,2089.8,banana
111.4,50.4,82.5,32.9,79.8,5.98,2793.9,jute
111.7,64.6,66.2,30.9,83.1,6.72,2725.9,jute
63.9,39.8,70.5,27.2,45.0,6.82,1422.7,pomegranate
50.3,18.0,65.6,23.2,55.1,6.49,1513.7,mango
28.1,42.1,41.0,27.4,73.8,5.98,1284.6,pigeonpeas
72.0,43.3,56.4,33.6,50.2,6.16,1281.5,pomegranate
36.6,70.3,50.3,27.2,72.1,6.54,1289.4,kidneybeans
39.6,38.0,60.4,23.2,59.5,6.89,837.7,grapes
72.6,35.9,114.9,30.2,89.8,6.69,2535.7,coconut
29.1,44.7,30.7,23.1,57.7,7.21,678.0,chickpea
31.4,63.3,37.6,21.8,62.0,6.1,1095.1,kidneybeans
61.3,58.7,100.9,27.6,60.8,6.48,591.4,muskmelon
68.0,35.6,59.3,24.7,69.7,6.79,1686.8,apple
32.3,37.8,21.1,20.2,48.9,6.03,626.6,lentil
96.5,44.8,35.0,20.5,51.9,7.47,1283.8,wheat
49.0,59.6,41.1,20.9,57.1,6.59,1160.5,kidneybeans
84.5,62.3,103.1,21.1,74.3,5.9,2696.7,coffee
94.9,55.3,37.1,14.3,59.1,6.68,1251.4,wheat
75.6,31.7,73.1,37.5,54.3,7.21,1817.1,mango
37.2,46.0,44.0,25.7,69.4,6.96,951.1,mungbean
98.3,55.6,61.0,26.3,83.7,6.34,2956.9,rice
70.8,50.0,102.8,19.9,79.7,5.27,2465.0,coffee
99.3,41.3,117.5,31.4,73.2,6.37,1917.8,papaya
82.4,50.5,115.1,21.0,71.1,5.75,2170.4,coffee
87.9,55.8,103.9,29.8,70.2,6.82,642.9,watermelon
57.9,41.7,87.3,24.9,59.4,7.1,957.3,grapes
